Freq_GHz,S11_dB,SimulationID,Wslot,Wtaper,Ltapper,Wbalun,Wstrip,Lstrip_offset
9.17,-11.4903325260612,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.235,-11.5634488736426,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.3,-11.6543601805741,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.365,-11.7587477850133,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.43,-11.8699861048148,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.495,-11.979115051011,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.56,-12.0752580467134,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.625,-12.1466027147767,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.69,-12.1819050756682,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.755,-12.1722424743431,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.82,-12.1125364218683,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.885,-12.0023505676452,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
9.95,-11.8457111232885,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.015,-11.6500793053031,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.08,-11.4248955899758,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.145,-11.1801641929266,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.21,-10.9253902387303,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.275,-10.668966669496,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.34,-10.4179508268845,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.405,-10.1781054697132,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.47,-9.95408127201906,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.535,-9.74964991999929,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.6,-9.56793247769349,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.665,-9.41159519695793,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.73,-9.28300240016804,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.795,-9.18432545670962,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.86,-9.1176109677285,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.925,-9.08481230194747,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
10.99,-9.08778802845242,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.055,-9.12826933547703,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.12,-9.20779649711017,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.185,-9.3276218431545,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.25,-9.48857334362355,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.315,-9.69086870203413,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.38,-9.9338649111725,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.445,-10.2157234907844,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.51,-10.532969717272,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.575,-10.8799309064434,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.64,-11.2480652955602,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.705,-11.6252566377922,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.77,-11.9952689144124,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.835,-12.3377289321255,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.9,-12.6291619631463,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
11.965,-12.8455574677032,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.03,-12.9664350340844,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.095,-12.9794019497013,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.16,-12.8833467772935,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.225,-12.6886542020691,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.29,-12.4143284755909,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.355,-12.0835103674863,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.42,-11.7192895135675,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.485,-11.3419529987942,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.55,-10.9678011625776,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.615,-10.6090863434626,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.68,-10.274537619615,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.745,-9.97007916410947,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.81,-9.69952714151237,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.875,-9.46517731997112,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
12.94,-9.26826571082084,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.005,-9.10931526309195,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.07,-8.98839080819321,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.135,-8.9052838063023,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.2,-8.85964427738455,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.265,-8.85107248409513,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.33,-8.87917854665447,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.395,-8.94361444167203,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.46,-9.04407964911926,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.525,-9.18029883086208,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.59,-9.35196711088128,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.655,-9.55865560098669,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.72,-9.79966673464232,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.785,-10.0738259857099,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.85,-10.3791945058581,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.915,-10.7126881151791,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
13.98,-11.0695959559746,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.045,-11.4430140462354,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.11,-11.8232552322413,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.175,-12.1973776073233,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.24,-12.5490854487494,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.305,-12.8593586062194,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.37,-13.1081509541693,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.435,-13.2772172302191,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.5,-13.353536792835,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.565,-13.3321798312563,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.63,-13.217366706504,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.695,-13.0212134386903,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.76,-12.7607837422096,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.825,-12.4547238701094,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.89,-12.1205765343692,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
14.955,-11.7732266257244,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.02,-11.4243708745774,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.085,-11.0826599825803,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.15,-10.7541680747815,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.215,-10.4429518105619,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.28,-10.1515710050612,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.345,-9.88151875145387,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.41,-9.63355156657804,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.475,-9.40792954451497,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.54,-9.20458297526574,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.605,-9.02322211078454,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.67,-8.86340451019277,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.735,-8.72457151640794,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.8,-8.60606268905448,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.865,-8.50711470182608,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.93,-8.42684934139044,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
15.995,-8.36425378314672,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.06,-8.31815523274979,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.125,-8.28719131665725,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.19,-8.26977734767773,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.255,-8.26407192918294,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.32,-8.26794351188365,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.385,-8.27894266283666,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.45,-8.29428774379092,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.515,-8.31087415785405,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.58,-8.32531659619168,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.645,-8.33402754614139,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.71,-8.33332709908431,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.775,-8.31957919167754,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.84,-8.28936159857386,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.905,-8.23968412734894,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
16.97,-8.1682516672359,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.035,-8.07373455849423,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.1,-7.95598588586365,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.165,-7.81614821994365,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.23,-7.65661583308508,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.295,-7.48085088568176,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.36,-7.29308309688864,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.425,-7.09794379311323,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.49,-6.90009227990517,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.555,-6.70388548933329,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.62,-6.51312542646993,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.685,-6.3308994176005,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.75,-6.15951092555092,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.815,-6.00048674889247,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.88,-5.8546404056964,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
17.945,-5.72217048853937,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.01,-5.60277515719719,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.075,-5.49576807895909,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.14,-5.40018573315227,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.205,-5.31488020878054,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.27,-5.23859499785746,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.335,-5.17002369339976,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.4,-5.10785301317254,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.465,-5.05079236252898,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.53,-4.99759242456411,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.595,-4.94705520944957,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.66,-4.89803775628425,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.725,-4.84945136746897,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.79,-4.80025793766008,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.855,-4.74946465785945,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.92,-4.69611815058524,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
18.985,-4.63929893117948,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.05,-4.57811699144492,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.115,-4.51170925777164,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.18,-4.43923967528187,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.245,-4.35990269643239,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.31,-4.27293098537316,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.375,-4.17760815885556,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.44,-4.07328733150463,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.505,-3.95941606775104,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.57,-3.83556800487279,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.635,-3.70148083766134,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.7,-3.55709949028538,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.765,-3.40262212106265,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.83,-3.23854515027213,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.895,-3.06570191075786,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
19.96,-2.88528807311767,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.025,-2.69886611628209,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.09,-2.5083413320773,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.155,-2.31590369019837,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.22,-2.1239336558797,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.285,-1.93487559143313,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.35,-1.75108887076158,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.415,-1.57469282440231,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.48,-1.40742531275632,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.545,-1.25053459310298,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.61,-1.10471969028468,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.675,-0.97012657948118,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.74,-0.846398213538127,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.805,-0.732768274886658,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.87,-0.628183466678845,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
20.935,-0.531437948583336,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
21,-0.441305674884687,SIM106,0.0208633038812912,1.72768062160144,3.57980386764231,0.296872081169735,0.154534119367468,0.441423854583162
